CustomerID;State;City;Zip Code;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Score;CLTV;Churn Reason;Tenure Category;Monthly Charge Category;Total Services;Churn Risk;CLTV Category;Customer Status
3858-VOBET;California;Vista;92083;33,17494;-117,242761;Male;No;No;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,95;1710,45;Yes;89;5897;Competitor offered higher download speeds;13-24 Months;High;2;Medium Risk;High Value;Churned
1447-PJGGA;California;San Diego;92101;32,72523;-117,171346;Female;No;No;No;57;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;Yes;Electronic check;95,25;5464,65;Yes;93;5789;Competitor offered higher download speeds;49+ Months;High;4;Low Risk;High Value;Churned
8565-CLBZW;California;San Diego;92102;32,716007;-117,117462;Male;No;No;No;24;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;89,85;2165,05;Yes;95;2050;Competitor offered higher download speeds;13-24 Months;High;4;Medium Risk;Medium Value;Churned
9139-WQQDY;California;San Diego;92103;32,747484;-117,166877;Female;No;Yes;No;49;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Mailed check;100,45;4941,8;Yes;90;4235;Competitor offered higher download speeds;49+ Months;Premium;5;Low Risk;High Value;Churned
0224-HJAPT;California;San Diego;92104;32,741499;-117,127409;Male;No;No;No;5;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;47,15;223,15;Yes;82;2857;Competitor offered higher download speeds;0-12 Months;Medium;2;Medium Risk;Medium Value;Churned
8086-OVPWV;California;San Diego;92105;32,741859;-117,090353;Male;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80,2;181,1;Yes;99;2384;Competitor offered higher download speeds;0-12 Months;High;2;High Risk;Medium Value;Churned
9430-FRQOC;California;San Diego;92106;32,71346;-117,236378;Female;No;No;No;4;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;87,1;341,45;Yes;80;5587;Competitor offered higher download speeds;0-12 Months;High;4;High Risk;High Value;Churned
3074-GQWYX;California;San Diego;92108;32,774046;-117,142454;Male;No;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);75,9;357,75;Yes;87;3520;Competitor offered higher download speeds;0-12 Months;High;2;High Risk;Medium Value;Churned
6845-RGTYS;California;San Diego;92110;32,76501;-117,19938;Female;No;Yes;No;47;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;98,75;4533,7;Yes;80;4622;Product dissatisfaction;25-48 Months;High;6;Low Risk;High Value;Churned
8861-HGGKB;California;San Diego;92115;32,762506;-117,07245;Female;No;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;86,45;830,85;Yes;80;5699;Product dissatisfaction;0-12 Months;High;3;High Risk;High Value;Churned
7065-YUNRY;California;San Diego;92117;32,825086;-117,199424;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,3;45,3;Yes;69;3049;Product dissatisfaction;0-12 Months;Medium;1;Medium Risk;Medium Value;Churned
7694-VLBWQ;California;Coronado;92118;32,68674;-117,186612;Male;No;Yes;No;67;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Electronic check;104,1;7040,85;Yes;74;4857;Product dissatisfaction;49+ Months;Premium;6;Low Risk;High Value;Churned
4795-KTRTH;California;San Diego;92122;32,85723;-117,209774;Female;Yes;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81;371,65;Yes;99;4287;Product dissatisfaction;0-12 Months;High;3;High Risk;High Value;Churned
6481-OGDOO;California;San Diego;92129;32,961064;-117,134917;Male;No;Yes;No;67;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Credit card (automatic);90,6;6056,15;Yes;73;4394;Product dissatisfaction;49+ Months;High;4;Low Risk;High Value;Churned
3753-TSEMP;California;San Diego;92139;32,677716;-117,047666;Female;No;Yes;No;15;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;88,15;1390,6;Yes;79;2524;Product dissatisfaction;13-24 Months;High;3;Medium Risk;Medium Value;Churned
8305-VHZBZ;California;San Diego;92154;32,578103;-117,012975;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,2;20,2;Yes;92;4325;Product dissatisfaction;0-12 Months;Low;1;Medium Risk;High Value;Churned
9172-JITSM;California;Palm Desert;92211;33,762759;-116,324817;Female;No;Yes;No;26;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90,8;2361,8;Yes;75;2641;Don't know;25-48 Months;High;3;Low Risk;Medium Value;Churned
6298-QDFNH;California;Banning;92220;33,936298;-116,849577;Male;No;No;No;22;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;79,35;1730,35;Yes;68;4718;Product dissatisfaction;13-24 Months;High;3;Medium Risk;High Value;Churned
9961-JBNMK;California;Desert Center;92239;33,889605;-115,257009;Male;Yes;No;No;21;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);96,8;2030,3;Yes;87;4317;Product dissatisfaction;13-24 Months;High;4;Medium Risk;High Value;Churned
6173-ITPWD;California;Heber;92249;32,730583;-115,501083;Male;No;Yes;No;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);83,35;4065;Yes;98;2516;Product dissatisfaction;25-48 Months;High;4;Low Risk;Medium Value;Churned
9734-UYXQI;California;Holtville;92250;32,811001;-115,152865;Female;No;No;No;2;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,4;106,55;Yes;97;5115;Product dissatisfaction;0-12 Months;Medium;2;Medium Risk;High Value;Churned
2189-UXTKY;California;La Quinta;92253;33,695532;-116,310571;Female;No;Yes;No;22;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;79,2;1742,75;Yes;91;3410;Product dissatisfaction;13-24 Months;High;6;Medium Risk;Medium Value;Churned
4958-GZWIY;California;North Palm Springs;92258;33,906496;-116,569499;Male;No;Yes;No;7;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;48,7;340,25;Yes;98;2984;Don't know;0-12 Months;Medium;2;Medium Risk;Medium Value;Churned
6356-ELRKD;California;Rancho Mirage;92270;33,763678;-116,429928;Female;No;No;No;1;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,6;95,6;Yes;79;4091;Don't know;0-12 Months;High;4;High Risk;High Value;Churned
8624-GIOUT;California;Seeley;92273;32,790282;-115,689559;Female;No;No;No;49;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);59,75;2934,3;Yes;78;6006;Don't know;49+ Months;Medium;4;Low Risk;Vip;Churned
6179-GJPSO;California;Twentynine Palms;92277;34,17211;-115,769773;Female;Yes;No;No;43;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);108,15;4600,7;Yes;86;2833;Poor expertise of online support;25-48 Months;Premium;6;Low Risk;Medium Value;Churned
3177-LASXD;California;Westmorland;92281;33,03679;-115,60503;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;71,35;71,35;Yes;77;2619;Poor expertise of phone support;0-12 Months;High;1;High Risk;Medium Value;Churned
4897-QSUYC;California;Amboy;92304;34,559882;-115,637164;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,15;20,15;Yes;86;4939;Attitude of support person;0-12 Months;Low;1;Medium Risk;High Value;Churned
1084-UQCHV;California;Angelus Oaks;92305;34,1678;-116,86433;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);69,75;69,75;Yes;66;2901;Attitude of support person;0-12 Months;Medium;1;Medium Risk;Medium Value;Churned
8290-YWKHZ;California;Apple Valley;92307;34,55082;-117,122396;Female;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,2;2931;Yes;90;5247;Attitude of service provider;25-48 Months;High;4;Low Risk;High Value;Churned
2955-BJZHG;California;Apple Valley;92308;34,424926;-117,184503;Male;No;Yes;No;17;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;80,85;1400,85;Yes;77;5174;Attitude of service provider;13-24 Months;High;2;Medium Risk;High Value;Churned
3806-DXQOM;California;Baker;92309;35,28952;-116,092214;Female;No;No;No;4;No;No phone service;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;33,65;137,85;Yes;95;2563;Attitude of service provider;0-12 Months;Low;2;Medium Risk;Medium Value;Churned
9300-RENDD;California;Cedar Glen;92321;34,255203;-117,175654;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,95;79,95;Yes;99;4815;Attitude of support person;0-12 Months;High;2;High Risk;High Value;Churned
0761-AETCS;California;Colton;92324;34,030915;-117,273201;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,3;19,3;Yes;92;3236;Attitude of support person;0-12 Months;Low;1;Medium Risk;Medium Value;Churned
2153-MREFK;California;Fawnskin;92333;34,274846;-116,937581;Female;No;Yes;No;37;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;One year;Yes;Electronic check;99,2;3754,6;Yes;79;3599;Attitude of support person;25-48 Months;High;6;Low Risk;Medium Value;Churned
3106-ULWFW;California;Fontana;92337;34,049671;-117,468896;Female;No;Yes;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);85,2;627,4;Yes;95;2887;Attitude of service provider;0-12 Months;High;3;High Risk;Medium Value;Churned
0925-VYDLG;California;Ludlow;92338;34,702766;-116,093376;Female;No;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;75,25;242;Yes;83;5898;Attitude of service provider;0-12 Months;High;2;High Risk;High Value;Churned
4349-GFQHK;California;Mentone;92359;34,103578;-117,04054;Male;No;No;No;1;Yes;Yes;DSL;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;54,35;54,35;Yes;87;4212;Attitude of service provider;0-12 Months;Medium;3;Medium Risk;High Value;Churned
7802-EFKNY;California;Redlands;92374;34,064073;-117,166158;Male;No;Yes;No;5;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24,95;100,4;Yes;79;5865;Attitude of support person;0-12 Months;Low;0;Medium Risk;High Value;Churned
8035-BUYVG;California;Running Springs;92382;34,186211;-117,07683;Male;No;Yes;No;40;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Electronic check;42,35;1716,45;Yes;67;5422;Attitude of support person;25-48 Months;Medium;3;Low Risk;High Value;Churned
9787-XVQIU;California;Sugarloaf;92386;34,243088;-116,830015;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,3;75,3;Yes;100;3596;Attitude of support person;0-12 Months;High;2;High Risk;Medium Value;Churned
8945-MUQUF;California;Tecopa;92389;35,824572;-116,274755;Male;No;No;No;51;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;Yes;Electronic check;94,8;4837,6;Yes;94;5074;Attitude of service provider;49+ Months;High;5;Low Risk;High Value;Churned
8051-HJRLT;California;Wrightwood;92397;34,358321;-117,618263;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,55;70,55;Yes;82;2146;Attitude of service provider;0-12 Months;High;1;High Risk;Medium Value;Churned
3023-GFLBR;California;San Bernardino;92408;34,084909;-117,258107;Female;No;Yes;No;33;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);86,15;2745,7;Yes;66;3336;Attitude of service provider;25-48 Months;High;3;Low Risk;Medium Value;Churned
0524-IAVZO;California;Anza;92539;33,527605;-116,666551;Female;No;Yes;No;30;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85;2624,25;Yes;97;3698;Don't know;25-48 Months;High;3;Low Risk;Medium Value;Churned
2737-YNGYW;California;Hemet;92543;33,739415;-116,968339;Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;80,55;184,1;Yes;69;2856;Attitude of support person;0-12 Months;High;2;High Risk;Medium Value;Churned
5159-YFPKQ;California;Moreno Valley;92551;33,88274;-117,224878;Female;No;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;75,8;160,75;Yes;98;5270;Attitude of support person;0-12 Months;High;2;High Risk;High Value;Churned
4021-RQSNY;California;Moreno Valley;92555;33,907361;-117,109972;Male;Yes;Yes;No;29;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,5;3004,15;Yes;72;5137;Attitude of service provider;25-48 Months;High;5;Low Risk;High Value;Churned
9061-TIHDA;California;Murrieta;92563;33,581045;-117,14719;Male;Yes;Yes;No;13;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,25;1233,65;Yes;97;2982;Attitude of service provider;13-24 Months;High;4;Medium Risk;Medium Value;Churned
8699-ASUFO;California;Nuevo;92567;33,82769;-117,102244;Male;Yes;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74,4;527,9;Yes;96;4969;Attitude of service provider;0-12 Months;High;2;High Risk;High Value;Churned
7927-AUXBZ;California;Sun City;92586;33,707483;-117,200006;Female;No;No;No;30;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;85,15;2555,9;Yes;76;4417;Attitude of support person;25-48 Months;High;3;Low Risk;High Value;Churned
4695-WJZUE;California;Irvine;92606;33,703976;-117,824172;Female;Yes;No;No;2;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;88,55;179,25;Yes;80;3685;Attitude of support person;0-12 Months;High;4;High Risk;Medium Value;Churned
7619-ODSGN;California;Foothill Ranch;92610;33,698728;-117,67768;Male;No;Yes;Yes;24;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;54,75;1338,15;Yes;97;5699;Attitude of support person;13-24 Months;Medium;3;Medium Risk;High Value;Churned
3988-RQIXO;California;Corona Del Mar;92625;33,600987;-117,862734;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;91,3;91,3;Yes;71;2371;Attitude of service provider;0-12 Months;High;3;High Risk;Medium Value;Churned
2514-GINMM;California;Dana Point;92629;33,477923;-117,705314;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,5;79,5;Yes;92;4490;Attitude of service provider;0-12 Months;High;2;High Risk;High Value;Churned
5931-FLJJF;California;Midway City;92655;33,744439;-117,98588;Male;Yes;Yes;No;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,1;467,55;Yes;83;3669;Attitude of service provider;0-12 Months;High;1;High Risk;Medium Value;Churned
2659-VXMWZ;California;Newport Coast;92657;33,603282;-117,821841;Male;No;Yes;No;67;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;111,3;7482,1;Yes;85;4146;Attitude of support person;49+ Months;Premium;7;Low Risk;High Value;Churned
3207-OYBWH;California;Newport Beach;92661;33,601309;-117,902304;Male;Yes;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);95,25;5427,05;Yes;86;6259;Attitude of support person;49+ Months;High;5;Low Risk;Vip;Churned
4285-GYRQC;California;Newport Beach;92662;33,606336;-117,893042;Female;No;Yes;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;86,25;587,1;Yes;89;3344;Attitude of support person;0-12 Months;High;3;High Risk;Medium Value;Churned
7216-EWTRS;California;Newport Beach;92663;33,62251;-117,927024;Female;Yes;Yes;No;1;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,8;100,8;Yes;65;3128;Attitude of service provider;0-12 Months;Premium;5;High Risk;Medium Value;Churned
8337-MSSXB;California;Trabuco Canyon;92679;33,631119;-117,567346;Female;No;No;No;14;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;86,3;1180,95;Yes;74;3677;Attitude of service provider;13-24 Months;High;3;Medium Risk;Medium Value;Churned
8182-BJDSI;California;Santa Ana;92705;33,766004;-117,786763;Female;No;No;No;28;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;89,95;2625,55;Yes;90;2468;Attitude of service provider;25-48 Months;High;4;Low Risk;Medium Value;Churned
2528-HFYZX;California;Santa Ana;92706;33,765893;-117,881533;Male;Yes;Yes;No;17;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;76,45;1233,4;Yes;92;3266;Attitude of support person;13-24 Months;High;2;Medium Risk;Medium Value;Churned
2482-CZGBB;California;Anaheim;92804;33,818;-117,974404;Male;No;No;No;10;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70;740;Yes;67;3156;Attitude of support person;0-12 Months;Medium;1;Medium Risk;Medium Value;Churned
0866-QLSIR;California;Garden Grove;92843;33,764018;-117,931507;Female;No;No;No;34;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check;64,4;2088,75;Yes;75;5189;Attitude of support person;25-48 Months;Medium;5;Low Risk;High Value;Churned
7181-BQYBV;California;Garden Grove;92845;33,782955;-118,026456;Female;No;Yes;No;1;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102,45;102,45;Yes;85;4811;Attitude of service provider;0-12 Months;Premium;6;High Risk;High Value;Churned
6204-IEUXJ;California;Yorba Linda;92886;33,897253;-117,792202;Female;No;No;No;3;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);80,1;217,55;Yes;65;4330;Attitude of service provider;0-12 Months;High;3;High Risk;High Value;Churned
4529-CKBCL;California;Ventura;93001;34,360261;-119,306383;Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80,2;146,05;Yes;85;4381;Attitude of service provider;0-12 Months;High;2;High Risk;High Value;Churned
2506-CLAKW;California;Ventura;93003;34,279221;-119,221437;Female;No;No;No;6;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);98,15;567,45;Yes;80;3578;Attitude of support person;0-12 Months;High;6;High Risk;Medium Value;Churned
1583-IHQZE;California;Camarillo;93010;34,227846;-119,079903;Male;No;No;No;12;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;112,95;1384,75;Yes;97;3965;Attitude of support person;0-12 Months;Premium;7;High Risk;Medium Value;Churned
0151-ONTOV;California;Moorpark;93021;34,312945;-118,858169;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;70,9;70,9;Yes;78;4739;Attitude of support person;0-12 Months;High;1;High Risk;High Value;Churned
4140-MUHUG;California;Oak View;93022;34,404544;-119,302118;Female;Yes;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;86,85;220,95;Yes;70;3561;Attitude of service provider;0-12 Months;High;3;High Risk;Medium Value;Churned
0320-JDNQG;California;Oxnard;93035;34,18454;-119,224666;Male;No;Yes;No;23;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;99,85;2331,3;Yes;83;3425;Don't know;13-24 Months;High;5;Medium Risk;Medium Value;Churned
7180-PISOG;California;Piru;93040;34,432843;-118,730106;Male;No;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,5;74,5;Yes;75;5554;Attitude of service provider;0-12 Months;High;2;High Risk;High Value;Churned
3571-RFHAR;California;Santa Paula;93060;34,402343;-119,094824;Male;No;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;109,15;6941,2;Yes;99;6001;Attitude of support person;49+ Months;Premium;7;Low Risk;Vip;Churned
9578-VRMNM;California;Summerland;93067;34,420998;-119,60137;Female;No;No;No;16;Yes;Yes;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);65,2;1043,35;Yes;73;4722;Attitude of support person;13-24 Months;Medium;4;Medium Risk;High Value;Churned
1587-FKLZB;California;Santa Barbara;93101;34,419203;-119,710008;Male;Yes;Yes;No;66;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99,5;6822,15;Yes;96;4479;Attitude of support person;49+ Months;High;5;Low Risk;High Value;Churned
6140-QNRQQ;California;Santa Barbara;93103;34,438581;-119,685368;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;71,55;71,55;Yes;98;5739;Attitude of service provider;0-12 Months;High;1;High Risk;High Value;Churned
4307-KTUMW;California;Santa Barbara;93108;34,457541;-119,631072;Male;No;Yes;No;53;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;93,9;5029,2;Yes;68;5543;Attitude of service provider;49+ Months;High;5;Low Risk;High Value;Churned
5440-FLBQG;California;Santa Barbara;93110;34,437945;-119,77191;Male;Yes;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);108,4;7318,2;Yes;73;4708;Attitude of service provider;49+ Months;Premium;7;Low Risk;High Value;Churned
7470-MCQTK;California;Alpaugh;93201;35,869626;-119,498771;Female;No;Yes;No;13;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);48,75;633,4;Yes;86;2655;Attitude of support person;13-24 Months;Medium;3;Medium Risk;Medium Value;Churned
7488-MXJIV;California;Armona;93202;36,315979;-119,710852;Female;No;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85,65;321,65;Yes;96;3223;Attitude of support person;0-12 Months;High;3;High Risk;Medium Value;Churned
2027-FECZV;California;Bodfish;93205;35,523991;-118,400432;Male;No;No;No;12;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,7;1253,9;Yes;92;2406;Attitude of support person;0-12 Months;Premium;6;High Risk;Medium Value;Churned
2672-DZUOY;California;Buttonwillow;93206;35,451402;-119,488413;Male;No;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25,15;25,15;Yes;99;5386;Attitude of service provider;0-12 Months;Low;0;Medium Risk;High Value;Churned
3870-MQAMG;California;Camp Nelson;93208;36,057458;-118,591951;Female;No;Yes;No;54;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;110,35;5893,15;Yes;90;6189;Attitude of service provider;49+ Months;Premium;7;Low Risk;Vip;Churned
4800-CZMPC;California;Delano;93215;35,772244;-119,209689;Female;No;Yes;No;48;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);103,25;5037,55;Yes;71;4736;Attitude of service provider;25-48 Months;Premium;6;Low Risk;High Value;Churned
7377-DMMRI;California;Exeter;93221;36,301689;-119,018233;Male;No;No;No;2;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;47,8;92,45;Yes;89;4134;Attitude of support person;0-12 Months;Medium;2;Medium Risk;High Value;Churned
8949-JTMAY;California;Mc Kittrick;93251;35,38381;-119,730885;Female;No;No;No;29;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);98,6;2933,2;Yes;72;5144;Attitude of support person;25-48 Months;High;5;Low Risk;High Value;Churned
2774-LVQUS;California;Maricopa;93252;34,737031;-119,460557;Female;Yes;Yes;No;15;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;83,05;1258,3;Yes;70;2596;Attitude of support person;13-24 Months;High;4;Medium Risk;Medium Value;Churned
3211-ILJTT;California;Taft;93268;35,184837;-119,402525;Male;No;Yes;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);70,4;1214,05;Yes;67;4469;Attitude of service provider;13-24 Months;High;1;Medium Risk;High Value;Churned
4612-THJBS;California;Terra Bella;93270;35,939068;-119,043666;Female;Yes;No;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);104,75;5510,65;Yes;93;5605;Attitude of service provider;49+ Months;Premium;6;Low Risk;High Value;Churned
4094-NSEDU;California;Tipton;93272;36,047414;-119,344304;Female;Yes;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,25;1973,75;Yes;73;4819;Attitude of service provider;13-24 Months;High;4;Medium Risk;High Value;Churned
5103-MHMHY;California;Los Osos;93402;35,279984;-120,824288;Female;No;No;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,95;45,95;Yes;82;4563;Attitude of support person;0-12 Months;Medium;1;Medium Risk;High Value;Churned
1846-XWOQN;California;Bradley;93426;35,842889;-121,004862;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,15;70,15;Yes;71;2825;Competitor made better offer;0-12 Months;High;1;High Risk;Medium Value;Churned
0235-KGSLC;California;Buellton;93427;34,631362;-120,238218;Female;No;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);85,55;85,55;Yes;86;3967;Moved;0-12 Months;High;3;High Risk;Medium Value;Churned
2884-GBPFB;California;Morro Bay;93442;35,369553;-120,763864;Female;No;Yes;No;35;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;2416,55;Yes;79;5413;Moved;25-48 Months;High;1;Low Risk;High Value;Churned
